,UPC,Title,Price,Rating,Stock,Category
290,24af96df0bafb925,Looking for Lovely: Collecting the Moments that Matter,29.14,5,14,Nonfiction
291,17fb5a88180f9904,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,4,14,Default
292,1174156c4a0eccaa,Let It Out: A Journey Through Journaling,26.79,5,14,Nonfiction
293,708345c9897fd7c5,Lady Midnight (The Dark Artifices #1),16.28,5,14,Default
294,245e6bf08b8d2955,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,1,14,Food and Drink
295,2b52334fab158861,Island of Dragons (Unwanteds #7),29.65,1,14,Fantasy
296,b8a8ff84233f0570,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,4,14,Humor
297,aeff7b87a8e83ebb,I Am Pilgrim (Pilgrim #1),10.6,4,14,Fiction
298,fbb21a2f71f4d981,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,5,14,Humor
299,6b6cd77fbc91b7a6,"Hush, Hush (Hush, Hush #1)",47.02,3,14,Default
300,0b165bd4b9f42fd5,Hold Your Breath (Search and Rescue #1),28.82,1,14,Romance
301,afa829857f82f99e,Hamilton: The Revolution,58.79,3,14,Nonfiction
302,f201f263d8c23f97,Greek Mythic History,10.23,5,14,Default
303,eec424a84c9e4c68,God: The Most Unpleasant Character in All Fiction,30.03,5,14,Religion
304,de4b403cb629a29f,Glory over Everything: Beyond The Kitchen House,45.84,3,14,Historical Fiction
305,9194ae88379dbf1a,Feathers: Displays of Brilliant Plumage,49.05,3,14,Art
306,ac4dde0d1be05de0,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,4,14,Nonfiction
307,a2bd4ca82d908442,Every Last Word,46.47,3,14,Default
308,9eaf58b03a2779cc,Eligible (The Austen Project #4),27.09,3,14,Fiction
309,27c5968fe43cc06e,El Deafo,57.62,5,14,Sequential Art
310,1d6dd0c87d90fe92,Eight Hundred Grapes,14.39,4,14,Fiction
311,a01f6d368ef64dc5,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,5,14,Nonfiction
312,047dfa57ba0bf638,"Eat Fat, Get Thin",54.07,2,14,Health
313,ad2887ce04583910,Don't Get Caught,55.35,1,14,Young Adult
314,bf5de316a5e9a4ab,Doctor Sleep (The Shining #2),40.12,2,14,Horror
315,3c6fe637a0180b01,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,5,14,Fantasy
316,94a958ea126cdcd5,Dear Mr. Knightley,11.21,5,14,Fiction
317,0e94a089328be4bc,Daily Fantasy Sports,36.58,1,14,Default
318,4b9d9cfe0f435788,Crazy Love: Overwhelmed by a Relentless God,47.72,2,14,Christian
319,28cf0d1c51b491e5,Cometh the Hour (The Clifton Chronicles #6),25.01,3,14,Fiction
320,33a3e0e3ffde0dcd,Code Name Verity (Code Name Verity #1),22.13,4,14,Add a comment
321,42b0c50fc44140ec,Clockwork Angel (The Infernal Devices #1),44.14,1,14,Default
322,966ebb738e0f9d9b,City of Glass (The Mortal Instruments #3),56.02,4,14,Fantasy
323,1e264c677d4ee4ae,City of Fallen Angels (The Mortal Instruments #4),11.23,4,14,Default
324,5b987e54ee72525c,City of Bones (The Mortal Instruments #1),43.28,1,14,Default
325,8a6ec2761f91dad2,City of Ashes (The Mortal Instruments #2),47.27,1,14,Default
326,bfbb54bc8cdeed2b,Cell,20.29,4,14,Add a comment
327,e2e7b683b4c15b7d,Catching Jordan (Hundred Oaks),50.83,3,14,Young Adult
328,1b0fc9f777cad045,"Carry On, Warrior: Thoughts on Life Unarmed",31.85,3,14,Default
329,5f22418922fa728b,Carrie,46.23,2,14,Default
330,16ef91b9d827859c,Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.8,4,14,Nonfiction
331,a80f66b254fe9eb3,Brain on Fire: My Month of Madness,49.32,5,14,Nonfiction
332,bf68dcb5fad3cc8c,Batman: Europa,32.01,2,14,Sequential Art
333,999912e63a3262ae,Barefoot Contessa Back to Basics,28.01,1,14,Food and Drink
334,0e0da9192a025efc,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,5,14,Food and Drink
335,9b65f676984c9f0c,Balloon Animals,17.03,3,14,Fiction
336,ffdc825785c0ede8,Art Ops Vol. 1,48.8,3,14,Sequential Art
337,41164b8ac02a2c42,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,4,14,Young Adult
338,1fbb5f786e53a0ce,Angels Walking (Angels Walking #1),34.2,2,14,Add a comment
339,ad41c24ccac0c7ce,Angels & Demons (Robert Langdon #1),51.48,3,14,Default
340,39861fc1c0845d15,All the Light We Cannot See,29.87,5,14,Historical
341,5319169a72714c62,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",10.9,2,14,Sequential Art
342,cf1aa2fc02a7d1e0,Abstract City,56.37,5,14,Nonfiction
343,4416c474713ec1f5,A Time of Torment (Charlie Parker #14),48.35,5,14,Mystery
344,63ee5bc46066a8a8,A Study in Scarlet (Sherlock Holmes #1),16.73,2,14,Mystery
345,c1379d3744f1dd2c,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,2,14,Add a comment
346,1ad06aed9349af46,A People's History of the United States,40.79,2,14,Add a comment
347,8682c03de6a844ff,A Man Called Ove,39.72,1,14,Fiction
348,d5e0526e1ab682a3,A Distant Mirror: The Calamitous 14th Century,14.58,3,14,History
349,01a177623cce9596,A Brush of Wings (Angels Walking #3),55.51,1,14,Add a comment
350,6e8e5626ac4d279e,1491: New Revelations of the Americas Before Columbus,21.8,3,14,History
351,ac5e0d3938caf686,"The Three Searches, Meaning, and the Story",13.33,3,13,Default
352,2f0213137a80d485,Searching for Meaning in Gailana,38.73,1,13,Fantasy
353,44d97b6707dae3f0,Rook,37.86,4,13,Add a comment
354,8bbd7df8a324f31d,My Kitchen Year: 136 Recipes That Saved My Life,11.53,2,13,Food and Drink
355,4be9d1910f8a4e80,13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,1,13,Nonfiction
356,077b635ff2afc578,Will You Won't You Want Me?,13.86,3,12,Womens Fiction
357,148715df5a02ea5e,Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,1,12,Science
358,4a7a25be293ad678,The Star-Touched Queen,32.3,5,12,Fantasy
359,ce1ae197ada2aec4,The Silent Sister (Riley MacPherson #1),46.29,5,12,Fiction
360,14e44163678e24dc,The Midnight Watch: A Novel of the Titanic and the Californian,26.2,1,12,Add a comment
361,582a21a1dbbef3cf,The Lonely City: Adventures in the Art of Being Alone,33.26,2,12,Nonfiction
362,3063c7e95d0bf76f,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,4,12,Add a comment
363,235fa48eeed11d82,The Golden Condom: And Other Essays on Love Lost and Found,39.43,1,12,Psychology
364,f732d7d18a91d2ba,The Epidemic (The Program 0.6),14.44,5,12,Young Adult
365,c6ca293d4810e0d5,The Dinner Party,56.54,2,12,Fiction
366,54fc03f1e1d355db,The Diary of a Young Girl,59.9,3,12,Nonfiction
367,64fd010bf8d15096,The Children,11.88,3,12,Add a comment
368,b63ea3f7a57ae099,Stars Above (The Lunar Chronicles #4.5),48.05,2,12,Young Adult
369,f40fea200e0c644f,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,3,12,Nonfiction
370,ebf81a62e4798fd1,Raspberry Pi Electronics Projects for the Evil Genius,49.67,4,12,Default
371,8976d9161c027142,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,1,12,Business
372,b8d7b3f5c7a95d65,Psycho: Sanitarium (Psycho #1.5),36.97,5,12,Horror
373,abdd91e96515a617,Poisonous (Max Revere Novels #3),26.8,3,12,Mystery
374,81ef44fcc5f454df,One with You (Crossfire #5),15.71,4,12,Add a comment
375,db84624b151cbe06,No Love Allowed (Dodge Cove #1),54.65,4,12,Young Adult
376,e7fe3bf2768602cf,Murder at the 42nd Street Library (Raymond Ambler #1),54.36,4,12,Mystery
377,c039f5aceb093537,Most Wanted,35.28,3,12,Mystery
378,9546d537fbf99eb6,"Love, Lies and Spies",20.55,2,12,Historical Fiction
379,b978c9852cde91bd,How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,5,12,Default
380,bddc6fd036eb6279,Hide Away (Eve Duncan #20),11.84,1,12,Mystery
381,c6a29d6df8de968c,Furiously Happy: A Funny Book About Horrible Things,41.46,4,12,Nonfiction
382,76319fe9d8b465a3,Everyday Italian: 125 Simple and Delicious Recipes,20.1,5,12,Food and Drink
383,3968e3fbf4695d7c,Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,1,12,Politics
384,6983328f15506cb9,Eleanor & Park,56.51,5,12,Default
385,df7e628bad5782b4,Dirty (Dive Bar #1),40.83,4,12,Romance
386,d069086944f2e330,Can You Keep a Secret? (Fear Street Relaunch #4),48.64,1,12,Horror
387,49b24c6a41b82bd2,Boar Island (Anna Pigeon #19),59.48,3,12,Mystery
388,63343e287971bb0c,A Paris Apartment,39.01,4,12,Historical Fiction
389,a4eef523118805ef,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,1,12,Food and Drink
390,515cb8fcafb1ad98,Troublemaker: Surviving Hollywood and Scientology,48.39,2,11,Default
391,6159d8b187831770,The Widow,27.26,2,11,Mystery
392,985991708c47003e,"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,4,11,Nonfiction
393,437d8dea9272d0a9,The Improbability of Love,59.45,1,11,Fiction
394,1c584f82a7a1c4f0,The Art of Startup Fundraising,21.0,3,11,Business
395,cf62fa272b5f0fa3,Take Me Home Tonight (Rock Star Romance #3),53.98,3,11,Romance
396,f435aa99d864077d,Sleeping Giants (Themis Files #1),48.74,1,11,Science Fiction
397,b06599b108e83f98,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,2,11,Biography
398,05a61a3bd8ca4149,Playing with Fire,13.71,3,11,Mystery
399,b783ce08802cd1d1,Off the Hook (Fishing for Trouble #1),47.67,3,11,Romance
400,47e1b2d43f709995,Mothering Sunday,13.34,2,11,Fiction
401,28b2df9fadc9f07e,"Mother, Can You Not?",16.89,5,11,Nonfiction
402,5569c3fea112718e,M Train,27.18,1,11,Autobiography
403,bade9943ee01b63f,Lilac Girls,17.28,2,11,Historical Fiction
404,469508882dfc1991,Lies and Other Acts of Love,45.14,1,11,Fiction
405,825d6c44da3ca5a6,Lab Girl,40.85,1,11,Autobiography
406,20dc4f1ac5d4fd9c,Keep Me Posted,20.46,4,11,Womens Fiction
407,ce8666d9b42fc9a0,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,3,11,Psychology
408,b5953ca1f8a0b8d7,Grey (Fifty Shades #4),48.49,4,11,Womens Fiction
409,c65c25d990fc7025,"Exit, Pursued by a Bear",51.34,4,11,Young Adult
410,f608c903c451f387,Daredevils,16.34,3,11,Fiction
411,2587c54f5530dafc,Cravings: Recipes for What You Want to Eat,20.5,3,11,Food and Drink
412,816180220e8cb419,Born for This: How to Find the Work You Were Meant to Do,21.59,5,11,Business
413,2c34f9432069b52b,Arena,21.36,4,11,Science Fiction
414,bb967277222e689c,Adultery,20.88,5,11,Default
415,2b69dec0193511d9,A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,3,11,Nonfiction
416,40c4bf520c17de54,A Gentleman's Position (Society of Gentlemen #3),14.75,5,11,Romance
417,a9d7b75461084a26,11/22/63,48.48,3,11,Fiction
418,34669b2e9d407d3a,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,2,10,Nonfiction
419,96aa539bfd4c07e2,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,5,10,Health
420,ab60e6f5a63e1cfb,Without Shame,48.27,5,9,Add a comment
421,d1848064c54e01c7,Watchmen,58.05,4,9,Add a comment
422,4fd0a2a350f016e6,Unlimited Intuition Now,58.87,4,9,Default
423,0967effecd292a86,Underlying Notes,11.82,2,9,Default
424,903a9f8090104c2c,The Shack,28.03,1,9,Fiction
425,4b50fb1359ebf35d,The New Brand You: Your New Image Makes the Sale for You,44.05,5,9,Default
426,65cfc9f242c2984a,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,4,9,Food and Drink
427,33396269bcce166f,The Flowers Lied,16.68,2,9,Default
428,ca74f2e3c35a3e77,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,1,9,Science
429,3f25a2fedae191cc,The Book of Mormon,24.57,3,9,Religion
430,f9c87ccb2bc4853b,The Art and Science of Low Carbohydrate Living,52.98,5,9,Health
431,e77594ece9b9d1fe,The Alien Club,54.4,1,9,Young Adult
432,0e095ed785af7e43,Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,5,9,Novels
433,913e7109cec0cb4c,Nap-a-Roo,25.08,1,9,Childrens
434,ee6c67859d70186b,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,4,9,Default
435,6baac632f7711e26,Modern Day Fables,47.44,2,9,Default
436,8fab4c4f6f82a4ce,If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,1,9,Spirituality
437,97187f5cf0385da3,"Fruits Basket, Vol. 9 (Fruits Basket #9)",33.95,4,9,Sequential Art
438,7e9068872228c474,Dress Your Family in Corduroy and Denim,43.68,3,9,Humor
439,e845d305f64154f1,Don't Forget Steven,33.23,1,9,Young Adult
440,7186241e043de5dc,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,2,9,Nonfiction
441,d6d9ffea95f2f8bf,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,4,9,Art
442,63d5f1651880dcea,A Shard of Ice (The Black Symphony Saga #1),56.63,3,9,Fantasy
443,c181ca8eabe7d18c,A Hero's Curse (The Unseen Chronicles #1),50.49,3,9,Add a comment
444,61cf7eb9d2cd8bb0,23 Degrees South: A Tropical Tale of Changing Whether...,35.79,2,9,Add a comment
445,e77033ce559947f7,"Zero to One: Notes on Startups, or How to Build the Future",34.06,3,8,Nonfiction
446,04f6c929888f4f11,Why Not Me?,17.76,1,8,Nonfiction
447,b69c852e7e3956af,When Breath Becomes Air,39.36,2,8,Nonfiction
448,1809259a5a5f1d8d,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,2,8,Travel
449,e0bdd79c7304ee8d,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,5,8,Default
450,3eec766dda26fa64,The New Drawing on the Right Side of the Brain,43.02,3,8,Art
451,5a0d2e9284004266,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45,4,8,Nonfiction
452,9afd00e81d6208e6,The Martian (The Martian #1),41.39,2,8,Default
453,4f283dfcbeccc0d4,The High Mountains of Portugal,51.15,1,8,Fiction
454,1bba4b1ba23ed2d6,The Grownup,35.88,1,8,Short Stories
455,a2308a936e898d48,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,1,8,Business
456,331c26103d885cae,South of Sunshine,28.93,1,8,Young Adult
457,a2475a245c9907c4,Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89,5,8,Nonfiction
458,e46a164cf310fd7d,Silence in the Dark (Logan Point #4),58.33,3,8,Suspense
459,bee6e93e9976f4fa,Shadows of the Past (Logan Point #1),39.67,5,8,Christian Fiction
460,aeb51dfbe8aeec59,Roller Girl,14.1,5,8,Sequential Art
461,52fc458ffc756faf,Rising Strong,21.82,3,8,Nonfiction
462,d56d0710668bb39c,Proofs of God: Classical Arguments from Tertullian to Barth,54.21,1,8,Philosophy
463,4a823d80aa30dbb0,Please Kill Me: The Uncensored Oral History of Punk,31.19,4,8,Music
464,c0fc0cd215ee1724,Out of Print: City Lights Spotlight No. 14,53.64,5,8,Poetry
465,9a7291b89bd5445c,My Life Next Door (My Life Next Door ),36.39,5,8,Young Adult
466,bff270fe9c86a5a9,Miller's Valley,58.54,2,8,Fiction
467,4729afff3bea0f0a,Man's Search for Meaning,29.48,3,8,Nonfiction
468,4d3a4c7b442a9a4e,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,2,8,Nonfiction
469,044534b0b28b4e87,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,3,8,Nonfiction
470,c44c5e1425475206,Les Fleurs du Mal,29.04,5,8,Poetry
471,29af1a2566c4e36e,Left Behind (Left Behind #1),40.72,2,8,Default
472,39eefec3a8498dde,Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,5,8,Music
473,0cf57cb49272fd37,Kierkegaard: A Christian Missionary to Christians,47.13,1,8,Philosophy
474,bd26e8a79a856c31,John Vassos: Industrial Design for Modern Life,20.22,4,8,Default
475,0ab4b35dcffcffd1,I'll Give You the Sun,56.48,1,8,Default
476,bbf1ea50be8008ab,I Will Find You,44.21,1,8,Nonfiction
477,0bfdef63285d3019,Hystopia: A Novel,21.96,4,8,Fiction
478,b7870fa6dc088fbb,Howl and Other Poems,40.45,2,8,Poetry
479,8a150fd8ff5d7686,History of Beauty,10.29,4,8,Art
480,d48c1369927ebef1,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,2,8,Default
481,df6a7c43faa6732b,Future Shock (Future Shock #1),55.65,5,8,Young Adult
482,e049d44c4f1cf1b2,Ender's Game (The Ender Quintet #1),43.64,1,8,Default
483,0c11e2d068768dbb,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,1,8,Science
484,4dbd54d9e36c9566,Death by Leisure: A Cautionary Tale,37.51,4,8,Default
485,7f5157bf53065d36,Brilliant Beacons: A History of the American Lighthouse,11.45,3,8,History
486,77e9ea355bd8ae57,Brazen: The Courage to Find the You That's Been Hiding,19.22,2,8,Nonfiction
487,04e3de7ac35ec5cd,Between the World and Me,56.91,4,8,Nonfiction
488,15ebd83e53d0391b,Being Mortal: Medicine and What Matters in the End,55.06,4,8,Nonfiction
489,fef91502cbacf23a,"A Murder Over a Girl: Justice, Gender, Junior High",13.2,3,8,Nonfiction
490,b1a227b7609ff263,32 Yolks,53.63,2,8,Food and Drink
491,f16c2edb2a603f92,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,8,History
492,88ec621893e595d0,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,3,7,Self Help
493,b46d022080543144,Wildlife of New York: A Five-Borough Coloring Book,22.14,2,7,Default
494,9735c969c652dd89,What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,7,Mystery
495,48cb52d78c992487,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,2,7,Spirituality
496,a94350ee74deaa07,Under the Tuscan Sun,37.33,3,7,Travel
497,4242cc3d0437db12,Toddlers Are A**holes: It's Not Your Fault,25.55,1,7,Humor
498,4a0b78598b42897a,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,1,7,Default
499,0ff9d10864db8364,The Whale,35.96,4,7,Childrens
500,9147c5251cc99eb1,The Story of Art,41.14,4,7,Art
501,0345872b14f9e774,The Origin of Species,10.01,4,7,Science
502,a8dbf1c6b41b885a,The Great Gatsby,36.05,4,7,Default
503,f935412970c9f58f,The Good Girl,49.03,3,7,Default
504,47f4fd3e8e1dac05,The Glass Castle,16.24,1,7,Add a comment
505,57f85720e54d6442,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,1,7,Biography
506,7a10353c9c54cf7c,The Drowning Girls,35.67,3,7,Add a comment
507,24933c712f0bca2f,The Constant Princess (The Tudor Court #1),16.62,3,7,Historical Fiction
508,d250657f0ebc5d73,The Bourne Identity (Jason Bourne #1),42.78,4,7,Fiction
509,20789fb17b423c4c,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,7,Mystery
510,4b8fa561a1e52d1c,The Art Book,32.34,2,7,Art
511,5fbd03b1ac0a0e69,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,4,7,Default
512,ba047a636b7d3793,Team of Rivals: The Political Genius of Abraham Lincoln,20.12,5,7,Add a comment
513,8776181be110838a,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,2,7,Default
514,bd087cf6a846db75,"Sit, Stay, Love",20.9,3,7,Romance
515,7ffebdd1d5148aef,Sister Dear,40.2,4,7,Fiction
516,9639e89d20228e6e,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,7,Childrens
517,8486f61aa81a3daa,"Rich Dad, Poor Dad",51.74,1,7,Business
518,31c56c4d0fe19340,Raymie Nightingale,34.41,2,7,Childrens
519,68008abf6409dfde,Playing from the Heart,32.38,1,7,Childrens
520,746029796363aa51,Nightstruck: A Novel,50.35,4,7,Young Adult
521,924438fc6cbec836,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,5,7,Food and Drink
522,725cd8d23d78cdca,Meternity,43.58,3,7,Womens Fiction
523,dac4b5847454fd9b,Memoirs of a Geisha,49.67,3,7,Fiction
524,b6670507e85b30e6,Like Never Before (Walker Family #2),28.77,2,7,Christian Fiction
525,40cdcbb7692fd408,Life of Pi,13.22,4,7,Default
526,b74ee891e2a6dd69,Leave This Song Behind: Teen Poetry at Its Best,51.17,5,7,Poetry
527,4c82371b8cd02d4d,King's Folly (The Kinsman Chronicles #1),39.61,5,7,Fantasy
528,68407606544d6f22,John Adams,57.43,4,7,Add a comment
529,2a9fcb3382d351c8,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,4,7,Food and Drink
530,eff5710404e2ff78,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,2,7,Food and Drink
531,c00bc29a678a6efb,Good in Bed (Cannie Shapiro #1),37.05,5,7,Add a comment
532,de6d7645f192d517,"Fruits Basket, Vol. 7 (Fruits Basket #7)",19.57,1,7,Sequential Art
533,2e40333991f56f45,For the Love: Fighting for Grace in a World of Impossible Standards,45.13,3,7,Nonfiction
534,4e78f06160b717ac,Finding God in the Ruins: How God Redeems Pain,46.64,2,7,Nonfiction
535,4fa75fc6829431ca,Every Heart a Doorway (Every Heart A Doorway #1),12.16,5,7,Fantasy
536,4e980425468708da,Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,7,Mystery
537,4807043b8218e9ce,Counted With the Stars (Out from Egypt #1),17.97,5,7,Christian Fiction
538,4781b6bfd6f7a2c5,"Chronicles, Vol. 1",52.6,2,7,Music
539,a322361a37a78d3d,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,1,7,Christian
540,5b546a46a86a9d8c,Benjamin Franklin: An American Life,48.19,3,7,Biography
541,6b52904b2ab91bf6,"At The Existentialist Caf̩: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,5,7,Philosophy
542,cc1936a9f4e93477,A Summer In Europe,44.34,2,7,Travel
543,6c7fa6844380f50a,A Short History of Nearly Everything,52.4,5,7,History
544,d1378a0ad06ff979,A Gathering of Shadows (Shades of Magic #2),44.81,4,7,Fantasy
545,5ba3d703d1ae0c1d,The Sound Of Love,57.84,5,6,Default
546,774fa432bd7d9c47,The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,6,History
547,fd364afd082f5446,The Perks of Being a Wallflower,55.02,3,6,Default
548,2da5edf8b5776c9a,The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,6,Mystery
549,60376aa71be66083,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,4,6,Nonfiction
550,2efa5a839e62b1bd,The Makings of a Fatherless Child,31.58,2,6,Default
551,d326e189b1210916,The Joy of Cooking,43.27,4,6,Add a comment
552,e6635f5b0a2c78db,The Invention of Wings,37.34,1,6,Historical Fiction
553,72b5355dda190b6a,The Hobbit (Middle-Earth Universe),17.8,5,6,Default
554,48736df57e7bec9f,The Great Railway Bazaar,30.54,1,6,Travel
555,d33824cb93ecab6f,The Golden Compass (His Dark Materials #1),18.77,1,6,Add a comment
556,2bc80eba94950873,The God Delusion,46.85,3,6,Add a comment
557,eb7459e0c570251d,The Girl You Left Behind (The Girl You Left Behind #1),15.79,1,6,Historical
558,cb17945cb90b7837,The Fellowship of the Ring (The Lord of the Rings #1),10.27,2,6,Default
559,3d250ab0f12be445,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,5,6,Poetry
560,6478ccb4416e6a5d,The Barefoot Contessa Cookbook,59.92,5,6,Food and Drink
561,2a1b3d967cda1da2,Tell the Wolves I'm Home,50.96,2,6,Young Adult
562,8d8e9f9b8730eb25,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,3,6,Default
563,720c36b2bee4692e,Pride and Prejudice,19.27,4,6,Add a comment
564,6d235933670503d9,Musicophilia: Tales of Music and the Brain,46.58,1,6,Default
565,f38f37ed934d84b2,Mere Christianity,48.51,3,6,Add a comment
566,7a2b51f69e81c722,Me Before You (Me Before You #1),19.02,1,6,Fiction
567,6958de044cb28a84,In the Woods (Dublin Murder Squad #1),38.38,2,6,Mystery
568,fe0f34ebed689381,In Cold Blood,49.98,4,6,Nonfiction
569,e792c0969cefe1b8,How to Stop Worrying and Start Living,46.49,5,6,Self Help
570,012170e4fc87ace0,Give It Back,18.32,2,6,Thriller
571,384c7d41d5ffe9d1,"Girl, Interrupted",42.14,3,6,Nonfiction
572,56a34d0cec11d6b0,Fun Home: A Family Tragicomic,56.59,4,6,Add a comment
573,97258f576d4bb672,"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,4,6,Sequential Art
574,4e3b183180e2a992,Deception Point,40.32,4,6,Fiction
575,6e06d0f00f6da20f,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,3,6,Sequential Art
576,f3c70d296ec796c4,Catherine the Great: Portrait of a Woman,58.55,4,6,History
577,faf841f81c52638b,Better Homes and Gardens New Cook Book,39.61,3,6,Food and Drink
578,46cb43c2ab133ccc,An Unquiet Mind: A Memoir of Moods and Madness,21.3,3,6,Psychology
579,9e60929f521fa280,A Year in Provence (Provence #1),56.88,4,6,Travel
580,2e5b4ff08a75fd02,World Without End (The Pillars of the Earth #2),32.97,4,5,Historical Fiction
581,e75f3ae1da1cc652,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,4,5,Young Adult
582,759ee7d059b1beb8,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,2,5,Nonfiction
583,60369d96b7b80869,Where She Went (If I Stay #2),41.73,4,5,Young Adult
584,163d89116179c33f,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,4,5,Default
585,3a7d54a264d9f33e,Two Summers,14.64,1,5,Young Adult
586,bc209a900101f28d,This Is Your Brain on Music: The Science of a Human Obsession,38.4,1,5,Music
587,abbb492978ff656d,The Secret Garden,15.08,4,5,Classics
588,2e4fc5eacceec12c,The Raven King (The Raven Cycle #4),30.57,2,5,Add a comment
589,e0b3a679b83caccc,The Raven Boys (The Raven Cycle #1),57.74,4,5,Fantasy
590,f701fae56b645ef7,The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,5,5,Food and Drink
